UG_COD,UG_DESC,UF
580027,SUPERINT.FED.DE PESCA E AQUICULTURA/PI,PI
580028,SUPERINT.FED.DE PESCA E AQUICULTURA/PR,PR
580029,SUPERINT.FED.DE PESCA E AQUICULTURA/RJ,RJ
580030,SUPERINT.FED.DE PESCA E AQUICULTURA/RN,RN
580032,SUPERINT.FED.DE PESCA E AQUICULTURA/RR,RR
580033,SUPERINT.FED.DE PESCA E AQUICULTURA/RS,RS
580034,SUPERINT.FED.DE PESCA E AQUICULTURA/SC,SC
580036,SUPERINT.FED.DE PESCA E AQUICULTURA/SP,SP
580037,SUPERINT.FED.DA PESCA E AQUICULTURA/TO,TO
641000,ARSENAL DE MARINHA_DO RIO DE JANEIRO,RJ
671100,BASE DE ABASTEC. DA MARINHA NO RIO DE JANEIRO,RJ
673002,DIRETORIA DE FINANCAS-SISTEMA PARA O EXTERIOR,PA
681200,GRUPAMENTO DE FUZILEIROS NAVAIS_DO RJ,RJ
681310,CAPITANIA DOS PORTOS DO ESPIRITO SANTO,ES
681330,CAPITANIA DOS PORTOS DO RIO DE JANEIRO.,RJ
681402,ESTACAO RADIO DA MARINHA_NO RIO DE JANEIRO,RJ
681600,ESCOLA DE APRENDIZES-MARINHEIROS DO ES,ES
682311,DELEG.CAPITANIA PORTOS EM ILHEUS,BA
682801,BASE NAVAL DE ARATU,BA
682802,CENTRO DE INTENDENCIA DA MARINHA EM SALVADOR,BA
683601,ESCOLA DE APRENDIZES-MARINHEIROS DO CEARA,CE
683602,ESCOLA DE APREND.-MARINHEIROS DE PERNAMBUCO,PE
683800,BASE NAVAL DE NATAL,RN
683810,CENTRO DE INTENDENCIA DA MARINHA EM NATAL,RN
684312,CAPITANIA DOS PORTOS DO AMAPÁ,AP
684330,CAPITANIA DOS PORTOS DO  PIAUI,PI
684700,HOSPITAL NAVAL DE BELEM,PA
684810,CENTRO DE INTENDENCIA DA MARINHA EM BELEM,PA
685310,CAPITANIA FLUVIAL DO RIO PARANA,PA
685320,CAPITANIA DOS PORTOS DO PARANA,PA
685331,DEL CAP PORTOS RGS EM PORTO ALEGRE,SL
685340,CAPITANIA DOS PORTOS DE SANTA CATARINA,SC
685600,ESCOLA DE APRENDIZES-MARINHEIROS DE SC,SC
687200,GRUPAMENTO DE FUZILEIROS NAVAIS_DE BRASILIA,DF
687310,CAPITANIA FLUVIAL DO ARAGUAIA - TOCANTINS,TO
687400,ESTACAO RADIO DA MARINHA EM BRASILIA,CO
687900,CENTRO DE INST.E ADESTRAMENTO DE BRASILIA,CO
688820,CENTRO DE INTENDENCIA DA MARINHA EM MANAUS,NO
689200,CENTRO DE COORD.DE ESTUDOS DA MARINHA EM SP,SP
689310,CAPITANIA DOS PORTOS DE SAO PAULO,SP
691181,CENTRO DE INTEND. DA MARINHA EM S.PEDRO DA AL,AL
691800,BASE NAVAL DO RIO DE JANEIRO,RJ
741000,ARSENAL DE MARINHA_DO RIO DE JANEIRO,RJ
742000,CENTRO TECNOLOGICO DA MARINHA EM SAO PAULO,SP
771100,BASE DE ABASTEC. DA MARINHA NO RIO DE JANEIRO,RJ
773002,DIRETORIA DE FINANCAS-SISTEMA PARA O EXTERIOR,PA
781200,GRUPAMENTO DE FUZILEIROS NAVAIS_DO RJ,RJ
781310,CAPITANIA DOS PORTOS DO ESPIRITO SANTO,ES
781330,CAPITANIA DOS PORTOS DO RIO DE JANEIRO.,RJ
781600,ESCOLA DE APRENDIZES-MARINHEIROS DO ES,ES
782320,CAPITANIA DOS PORTOS DE SERGIPE,SE
782700,HOSPITAL NAVAL_DE SALVADOR,NE
782802,CENTRO DE INTENDENCIA DA MARINHA EM SALVADOR,NE
783310,CAPITANIA DOS PORTOS DE ALAGOAS,AL
783330,CAPITANIA DOS PORTOS DA PARAIBA,PA
783601,ESCOLA DE APRENDIZES-MARINHEIROS DO CEARA,CE
783602,ESCOLA DE APREND.-MARINHEIROS DE PERNAMBUCO,PE
783702,HOSPITAL NAVAL DE RECIFE,NE
784330,CAPITANIA DOS PORTOS DO  PIAUI,PI
785310,CAPITANIA FLUVIAL DO RIO PARANA,PA
785320,CAPITANIA DOS PORTOS DO PARANA,PA
785331,DEL CAP PORTOS RGS EM PORTO ALEGRE,SL
785340,CAPITANIA DOS PORTOS DE SANTA CATARINA,SC
785600,ESCOLA DE APRENDIZES-MARINHEIROS DE SC,SC
787200,GRUPAMENTO DE FUZILEIROS NAVAIS_DE BRASILIA,CO
787310,CAPITANIA FLUVIAL DO ARAGUAIA - TOCANTINS,TO
787400,ESTACAO RADIO DA MARINHA EM BRASILIA,CO
787700,HOSPITAL NAVAL DE BRASILIA,CO
787900,CENTRO DE INST.E ADESTRAMENTO DE BRASILIA,CO
788820,CENTRO DE INTENDENCIA DA MARINHA EM MANAUS,NO
789310,CAPITANIA DOS PORTOS DE SAO PAULO,SP
789320,CAPITANIA FLUVIAL DO TIETE-PARANA,PA
791181,CENTRO DE INTEND. DA MARINHA EM S.PEDRO DA AL,AL
791800,BASE NAVAL DO RIO DE JANEIRO,RJ
881310,CAPITANIA DOS PORTOS DO ESPIRITO SANTO,ES
881330,CAPITANIA DOS PORTOS DO RIO DE JANEIRO.,RJ
882320,CAPITANIA DOS PORTOS DE SERGIPE,SE
882802,CENTRO DE INTENDENCIA DA MARINHA EM SALVADOR,NE
883310,CAPITANIA DOS PORTOS DE ALAGOAS,AL
883330,CAPITANIA DOS PORTOS DA PARAIBA,PA
883601,ESCOLA DE APRENDIZES-MARINHEIROS DO CEARA,CE
883602,ESCOLA DE APREND.-MARINHEIROS DE PERNAMBUCO,PE
884320,CAPITANIA DOS PORTOS DO MARANHAO,MA
884330,CAPITANIA DOS PORTOS DO  PIAUI,PI
885310,CAPITANIA FLUVIAL DO RIO PARANA,PA
885320,CAPITANIA DOS PORTOS DO PARANA,PA
885331,DEL CAP PORTOS RGS EM PORTO ALEGRE,SL
885340,CAPITANIA DOS PORTOS DE SANTA CATARINA,SC
887310,CAPITANIA FLUVIAL DO ARAGUAIA - TOCANTINS,TO
889320,CAPITANIA FLUVIAL DO TIETE-PARANA,PA
